"File name","Dimensions","Model","Lens","Shutter speed","Aperture","ISO","Focal length","Date Original","Keywords",
"211215-5047.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₈₀ sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:18:46 PM","TSS - Traditional Slow Shutter",
"211215-5048.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₈₀ sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:18:57 PM","TRD - Traditional",
"211215-5049.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:19:05 PM","TLS - Time Lines",
"211215-5050.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:14 PM","TLS - Time Lines",
"211215-5051.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:14 PM","TLS - Time Lines",
"211215-5052.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:27 PM","TLS - Time Lines",
"211215-5053.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:27 PM","TLS - Time Lines",
"211215-5054.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:27 PM","TLS - Time Lines",
"211215-5055.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:28 PM","TLS - Time Lines",
"211215-5056.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:48 PM","TSS - Traditional Slow Shutter",
"211215-5057.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:48 PM","TSS - Traditional Slow Shutter",
"211215-5058.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:48 PM","TLS - Time Lines",
"211215-5059.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:48 PM","TLS - Time Lines",
"211215-5060.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:48 PM","TLS - Time Lines",
"211215-5061.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:49 PM","TLS - Time Lines",
"211215-5062.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:49 PM","TLS - Time Lines",
"211215-5063.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₁₀ sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:19:49 PM","TSS - Traditional Slow Shutter",
"211215-5064.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:06 PM","TLS - Time Lines",
"211215-5065.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:06 PM","TLS - Time Lines",
"211215-5066.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:07 PM","TLS - Time Lines",
"211215-5067.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:07 PM","TLS - Time Lines",
"211215-5068.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:09 PM","TLS - Time Lines",
"211215-5069.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:20 PM","TLS - Time Lines",
"211215-5070.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:20 PM","TLS - Time Lines",
"211215-5071.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:20 PM","TLS - Time Lines",
"211215-5072.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:23 PM","TLS - Time Lines",
"211215-5073.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:25 PM","TSS - Traditional Slow Shutter",
"211215-5074.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:29 PM","TLS - Time Lines",
"211215-5075.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:30 PM","TLS - Time Lines",
"211215-5076.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:37 PM","TLS - Time Lines",
"211215-5077.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:42 PM","TLS - Time Lines",
"211215-5078.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","16 mm","12/15/21 7:20:45 PM","TLS - Time Lines",
"211215-5079.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:06 PM","TRD - Traditional",
"211215-5080.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:08 PM","TSS - Traditional Slow Shutter",
"211215-5081.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:10 PM","TSS - Traditional Slow Shutter",
"211215-5082.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","28 mm","12/15/21 7:21:12 PM","TSS - Traditional Slow Shutter",
"211215-5083.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","24 mm","12/15/21 7:21:13 PM","TSS - Traditional Slow Shutter",
"211215-5084.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","19 mm","12/15/21 7:21:15 PM","TSS - Traditional Slow Shutter",
"211215-5085.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:29 PM","TSS - Traditional Slow Shutter",
"211215-5086.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:31 PM","TSS - Traditional Slow Shutter",
"211215-5087.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:32 PM","TSS - Traditional Slow Shutter",
"211215-5088.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:33 PM","TSS - Traditional Slow Shutter",
"211215-5089.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:34 PM","TSS - Traditional Slow Shutter",
"211215-5090.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:34 PM","TSS - Traditional Slow Shutter",
"211215-5091.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","32 mm","12/15/21 7:21:46 PM","TST - Transforming Space Time",
"211215-5092.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:21:54 PM","TST - Transforming Space Time",
"211215-5093.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","24 mm","12/15/21 7:21:55 PM","ATT - As Time Turns",
"211215-5094.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:18 PM","TLS - Time Lines",
"211215-5095.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:22 PM","TLS - Time Lines",
"211215-5096.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:24 PM","TLS - Time Lines",
"211215-5097.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:24 PM","TLS - Time Lines",
"211215-5098.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:25 PM","TLS - Time Lines",
"211215-5099.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:25 PM","TLS - Time Lines",
"211215-5100.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:26 PM","TSS - Traditional Slow Shutterg",
"211215-5101.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:22:42 PM","TLS - Time Lines",
"211215-5102.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","33 mm","12/15/21 7:22:48 PM","TLS - Time Lines",
"211215-5103.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","30 mm","12/15/21 7:22:51 PM","TLS - Time Lines",
"211215-5104.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","20 mm","12/15/21 7:22:54 PM","TLS - Time Lines",
"211215-5105.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:23:04 PM","TLS - Time Lines",
"211215-5106.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:23:08 PM","TLS - Time Lines",
"211215-5107.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:23:09 PM","TLS - Time Lines",
"211215-5108.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₈₀ sec","ƒ / 2.8","ISO 100","35 mm","12/15/21 7:24:04 PM","TRD - Traditional",
"211215-5109.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₈₀ sec","ƒ / 2.8","ISO 100","16 mm","12/15/21 7:24:18 PM","TRD - Traditional",
"211215-5110.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","¹⁄₄₀ sec","ƒ / 2.8","ISO 100","35 mm","12/15/21 7:24:23 PM","TRD - Traditional",
"211215-5111.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:25:01 PM","TLS - Time Lines",
"211215-5112.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:25:10 PM","TLS - Time Lines",
"211215-5113.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:25:17 PM","TSS - Traditional Slow Shutterg",
"211215-5114.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:01 PM","TLS - Time Lines",
"211215-5115.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:01 PM","TLS - Time Lines",
"211215-5116.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:09 PM","TLS - Time Lines",
"211215-5117.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:12 PM","TLS - Time Lines",
"211215-5118.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:15 PM","TLS - Time Lines",
"211215-5119.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:18 PM","TLS - Time Lines",
"211215-5120.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:18 PM","TLS - Time Lines",
"211215-5121.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:37 PM","TLS - Time Lines",
"211215-5122.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:54 PM","TLS - Time Lines",
"211215-5123.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 22","ISO 100","35 mm","12/15/21 7:26:54 PM","TLS - Time Lines",
"211215-5124.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 11","ISO 100","35 mm","12/15/21 7:27:03 PM","TLS - Time Lines",
"211215-5125.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:27:08 PM","TLS - Time Lines",
"211215-5126.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:27:12 PM","TLS - Time Lines",
"211215-5127.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:27:12 PM","TLS - Time Lines",
"211215-5128.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:27:13 PM","TLS - Time Lines",
"211215-5129.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:27:13 PM","TLS - Time Lines",
"211215-5130.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:29:08 PM","TSS - Traditional Slow Shutter",
"211215-5131.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","35 mm","12/15/21 7:29:15 PM","TSS - Traditional Slow Shutter",
"211215-5132.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","31 mm","12/15/21 7:29:19 PM","ATT - As Time Turns",
"211215-5133.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 18","ISO 100","16 mm","12/15/21 8:41:47 PM","TLS - Time Lines",
"211215-5134.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:41:54 PM","TLS - Time Lines",
"211215-5135.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:41:57 PM","TLS - Time Lines",
"211215-5136.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:06 PM","TLS - Time Lines",
"211215-5137.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:07 PM","TLS - Time Lines",
"211215-5138.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:09 PM","TLS - Time Lines",
"211215-5139.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:09 PM","TLS - Time Lines",
"211215-5140.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:17 PM","TLS - Time Lines",
"211215-5141.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:18 PM","TLS - Time Lines",
"211215-5142.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:20 PM","TLS - Time Lines",
"211215-5143.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:21 PM","TLS - Time Lines",
"211215-5144.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:21 PM","TLS - Time Lines",
"211215-5145.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","35 mm","12/15/21 8:42:26 PM","TLS - Time Lines",
"211215-5146.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","35 mm","12/15/21 8:42:26 PM","TLS - Time Lines",
"211215-5147.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","35 mm","12/15/21 8:42:26 PM","TLS - Time Lines",
"211215-5148.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","35 mm","12/15/21 8:42:27 PM","TLS - Time Lines",
"211215-5149.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","35 mm","12/15/21 8:42:27 PM","TLS - Time Lines",
"211215-5150.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:36 PM","TLS - Time Lines",
"211215-5151.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:39 PM","TLS - Time Lines",
"211215-5152.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:39 PM","TLS - Time Lines",
"211215-5153.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:40 PM","TLS - Time Lines",
"211215-5154.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:40 PM","TLS - Time Lines",
"211215-5155.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:41 PM","TLS - Time Lines",
"211215-5156.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:41 PM","TLS - Time Lines",
"211215-5157.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:43 PM","TLS - Time Lines",
"211215-5158.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:43 PM","TLS - Time Lines",
"211215-5159.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:44 PM","TLS - Time Lines",
"211215-5160.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:44 PM","TLS - Time Lines",
"211215-5161.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:56 PM","TLS - Time Lines",
"211215-5162.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:56 PM","TLS - Time Lines",
"211215-5163.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:42:59 PM","TLS - Time Lines",
"211215-5164.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:06 PM","TLS - Time Lines",
"211215-5165.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:06 PM","TLS - Time Lines",
"211215-5166.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:09 PM","TLS - Time Lines",
"211215-5167.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:09 PM","TLS - Time Lines",
"211215-5168.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:14 PM","TLS - Time Lines",
"211215-5169.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:14 PM","TLS - Time Lines",
"211215-5170.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:14 PM","TLS - Time Lines",
"211215-5171.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:15 PM","TLS - Time Lines",
"211215-5172.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:15 PM","TLS - Time Lines",
"211215-5173.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:16 PM","TLS - Time Lines",
"211215-5174.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:27 PM","TLS - Time Lines",
"211215-5175.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:28 PM","TLS - Time Lines",
"211215-5176.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:29 PM","TLS - Time Lines",
"211215-5177.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:29 PM","TLS - Time Lines",
"211215-5178.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:34 PM","TLS - Time Lines",
"211215-5179.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 5.0","ISO 100","16 mm","12/15/21 8:43:35 PM","TLS - Time Lines",
