"File name","Dimensions","Model","Lens","Shutter speed","Aperture","ISO","Focal length","Date Original","Keywords",
"211215-5322.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:15 PM","TLS - Time Lines",
"211215-5323.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:16 PM","TLS - Time Lines",
"211215-5324.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:36 PM","TLS - Time Lines",
"211215-5325.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:36 PM","TLS - Time Lines",
"211215-5326.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:37 PM","TLS - Time Lines",
"211215-5327.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:37 PM","TLS - Time Lines",
"211215-5328.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:38 PM","TLS - Time Lines",
"211215-5329.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:00:38 PM","TLS - Time Lines",
"211215-5330.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:07 PM","TLS - Time Lines",
"211215-5331.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:07 PM","TLS - Time Lines",
"211215-5332.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:07 PM","TLS - Time Lines",
"211215-5333.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:20 PM","TLS - Time Lines",
"211215-5334.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:20 PM","TLS - Time Lines",
"211215-5335.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:01:21 PM","TLS - Time Lines",
"211215-5336.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:09 PM","TLS - Time Lines",
"211215-5337.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:09 PM","TLS - Time Lines",
"211215-5338.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:11 PM","TLS - Time Lines",
"211215-5339.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:11 PM","TLS - Time Lines",
"211215-5340.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:12 PM","TLS - Time Lines",
"211215-5341.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:14 PM","TLS - Time Lines",
"211215-5342.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:14 PM","TLS - Time Lines",
"211215-5343.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:16 PM","TLS - Time Lines",
"211215-5344.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:16 PM","TLS - Time Lines",
"211215-5345.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:16 PM","TLS - Time Lines",
"211215-5346.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:17 PM","TLS - Time Lines",
"211215-5347.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:38 PM","TLS - Time Lines",
"211215-5348.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:38 PM","TLS - Time Lines",
"211215-5349.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:38 PM","TLS - Time Lines",
"211215-5350.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:39 PM","TLS - Time Lines",
"211215-5351.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:39 PM","TLS - Time Lines",
"211215-5352.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:41 PM","TLS - Time Lines",
"211215-5353.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:42 PM","TLS - Time Lines",
"211215-5354.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:52 PM","TLS - Time Lines",
"211215-5355.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:52 PM","TLS - Time Lines",
"211215-5356.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:52 PM","TLS - Time Lines",
"211215-5357.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:53 PM","TLS - Time Lines",
"211215-5358.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:53 PM","TLS - Time Lines",
"211215-5359.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:55 PM","TLS - Time Lines",
"211215-5360.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:02:56 PM","TLS - Time Lines",
"211215-5361.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:00 PM","TLS - Time Lines",
"211215-5362.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:00 PM","TLS - Time Lines",
"211215-5363.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:01 PM","TLS - Time Lines",
"211215-5364.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:01 PM","TLS - Time Lines",
"211215-5365.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:03 PM","TLS - Time Lines",
"211215-5366.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:03 PM","TLS - Time Lines",
"211215-5367.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:04 PM","TLS - Time Lines",
"211215-5368.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:08 PM","TLS - Time Lines",
"211215-5369.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:08 PM","TLS - Time Lines",
"211215-5370.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:09 PM","TLS - Time Lines",
"211215-5371.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:09 PM","TLS - Time Lines",
"211215-5372.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:09 PM","TLS - Time Lines",
"211215-5373.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:10 PM","TLS - Time Lines",
"211215-5374.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:13 PM","TLS - Time Lines",
"211215-5375.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:14 PM","TLS - Time Lines",
"211215-5376.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:14 PM","TLS - Time Lines",
"211215-5377.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:15 PM","TLS - Time Lines",
"211215-5378.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:15 PM","TLS - Time Lines",
"211215-5379.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:17 PM","TLS - Time Lines",
"211215-5380.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:18 PM","TLS - Time Lines",
"211215-5381.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:18 PM","TLS - Time Lines",
"211215-5382.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:19 PM","TLS - Time Lines",
"211215-5383.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:19 PM","TLS - Time Lines",
"211215-5384.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:20 PM","TLS - Time Lines",
"211215-5385.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:20 PM","TLS - Time Lines",
"211215-5386.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:21 PM","TLS - Time Lines",
"211215-5387.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:21 PM","TLS - Time Lines",
"211215-5388.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:22 PM","TLS - Time Lines",
"211215-5389.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:22 PM","TLS - Time Lines",
"211215-5390.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:23 PM","TLS - Time Lines",
"211215-5391.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:27 PM","TLS - Time Lines",
"211215-5392.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:27 PM","TLS - Time Lines",
"211215-5393.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:27 PM","TLS - Time Lines",
"211215-5394.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:28 PM","TLS - Time Lines",
"211215-5395.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:30 PM","TLS - Time Lines",
"211215-5396.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:30 PM","TLS - Time Lines",
"211215-5397.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:31 PM","TLS - Time Lines",
"211215-5398.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:54 PM","TLS - Time Lines",
"211215-5399.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:03:54 PM","TLS - Time Lines",
"211215-5400.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:03 PM","TLS - Time Lines",
"211215-5401.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:03 PM","TLS - Time Lines",
"211215-5402.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:03 PM","TLS - Time Lines",
"211215-5403.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:04 PM","TLS - Time Lines",
"211215-5404.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:04 PM","TLS - Time Lines",
"211215-5405.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:05 PM","TLS - Time Lines",
"211215-5406.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:05 PM","TLS - Time Lines",
"211215-5407.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:06 PM","TLS - Time Lines",
"211215-5408.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:24 PM","TLS - Time Lines",
"211215-5409.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:24 PM","TLS - Time Lines",
"211215-5410.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:30 PM","TLS - Time Lines",
"211215-5411.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:30 PM","TLS - Time Lines",
"211215-5412.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:47 PM","TLS - Time Lines",
"211215-5413.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:47 PM","TLS - Time Lines",
"211215-5414.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:47 PM","TLS - Time Lines",
"211215-5415.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:49 PM","TLS - Time Lines",
"211215-5416.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:50 PM","TLS - Time Lines",
"211215-5417.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:52 PM","TLS - Time Lines",
"211215-5418.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:52 PM","TLS - Time Lines",
"211215-5419.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:53 PM","TLS - Time Lines",
"211215-5420.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:04:53 PM","TLS - Time Lines",
"211215-5421.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:00 PM","TLS - Time Lines",
"211215-5422.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:00 PM","TLS - Time Lines",
"211215-5423.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:00 PM","TLS - Time Lines",
"211215-5424.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:01 PM","TLS - Time Lines",
"211215-5425.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:01 PM","TLS - Time Lines",
"211215-5426.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:14 PM","TLS - Time Lines",
"211215-5427.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:14 PM","TLS - Time Lines",
"211215-5428.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:14 PM","TLS - Time Lines",
"211215-5429.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:15 PM","TLS - Time Lines",
"211215-5430.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:17 PM","TLS - Time Lines",
"211215-5431.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:17 PM","TLS - Time Lines",
"211215-5432.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:18 PM","TLS - Time Lines",
"211215-5433.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:18 PM","TLS - Time Lines",
"211215-5434.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:18 PM","TLS - Time Lines",
"211215-5435.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:19 PM","TLS - Time Lines",
"211215-5436.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:24 PM","TLS - Time Lines",
"211215-5437.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:24 PM","TLS - Time Lines",
"211215-5438.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:05:24 PM","TLS - Time Lines",
"211215-5439.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:04 PM","TLS - Time Lines",
"211215-5440.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:04 PM","TLS - Time Lines",
"211215-5441.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:04 PM","TLS - Time Lines",
"211215-5442.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:05 PM","TLS - Time Lines",
"211215-5443.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:05 PM","TLS - Time Lines",
"211215-5444.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:06 PM","TLS - Time Lines",
"211215-5445.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:06 PM","TLS - Time Lines",
"211215-5446.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:11 PM","TLS - Time Lines",
"211215-5447.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:11 PM","TLS - Time Lines",
"211215-5448.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:12 PM","TLS - Time Lines",
"211215-5449.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:13 PM","TLS - Time Lines",
"211215-5450.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:21 PM","TLS - Time Lines",
"211215-5451.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:21 PM","TLS - Time Lines",
"211215-5452.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:28 PM","TLS - Time Lines",
"211215-5453.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:28 PM","TLS - Time Lines",
"211215-5454.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:28 PM","TLS - Time Lines",
"211215-5455.CR2","4160 x 6240","Canon EOS 6D Mark II","EF16-35mm f/2.8L III USM","0.3 sec","ƒ / 3.2","ISO 100","16 mm","12/15/21 9:06:29 PM","TLS - Time Lines",
